Compound,Kegg,Pathways of compound,InChI-Key,compound,kegg_cid,Common-Name,Engineered?
SUC,C00042,PWY-6536,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,4-aminobutanoate degradation III,NA
SUC,C00042,PWY-7648,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,3-hydroxy-4-methyl-proline biosynthesis,NA
SUC,C00042,PWY-7649,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,3-hydroxy-<i>L</i>-homotyrosine biosynthesis,NA
SUC,C00042,PWY-5349,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,esculetin biosynthesis,NA
SUC,C00042,PWY-7693,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,guadinomine B biosynthesis,NA
SUC,C00042,PWY-7706,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,dapdiamides biosynthesis,NA
SUC,C00042,PWY-5818,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,validamycin biosynthesis,NA
SUC,C00042,PWY-5152,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,leucodelphinidin biosynthesis,NA
SUC,C00042,PWY-7267,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside),NA
SUC,C00042,PWY66-368,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,ketolysis,NA
SUC,C00042,PWY-2361,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,3-oxoadipate degradation,NA
SUC,C00042,PWY-5183,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of aerobic toluene degradation,NA
SUC,C00042,PWY-5417,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,catechol degradation III (ortho-cleavage pathway),NA
SUC,C00042,PWY-6182,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of salicylate degradation,NA
SUC,C00042,PWY-5431,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,aromatic compounds degradation via 3-oxoadipate,NA
SUC,C00042,PWY-5181,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,toluene degradation III (aerobic) (via <i>p</i>-cresol),NA
SUC,C00042,PWY-2504,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of aromatic compound degradation (via 3-oxoadipate),NA
SUC,C00042,PWY-6957,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,mandelate degradation to acetyl-CoA,NA
SUC,C00042,PWY-6185,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,4-methylcatechol degradation (<i>ortho</i> cleavage),NA
SUC,C00042,PWY-6696,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,oxalate degradation III,NA
SUC,C00042,PWY-6695,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,oxalate degradation II,NA
SUC,C00042,PWY-6328,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,L-lysine degradation X,NA
SUC,C00042,PWY-5280,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,L-lysine degradation IV,NA
SUC,C00042,PWY-81,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,toluene degradation to benzoyl-CoA (anaerobic),NA
SUC,C00042,BENZCOA-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,anaerobic aromatic compound degradation (<i>Thauera aromatica</i>),NA
SUC,C00042,PWY-5184,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,toluene degradation VI (anaerobic),NA
SUC,C00042,PWY-5677,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate fermentation to butanoate,NA
SUC,C00042,PWY-5536,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,acetate formation from acetyl-CoA (succinate),NA
SUC,C00042,PWY-804,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,glycolate degradation II,NA
SUC,C00042,PWY-5292,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"vindoline, vindorosine and vinblastine biosynthesis",NA
SUC,C00042,PWY-7898,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"4,4'-disulfanediyldibutanoate degradation",NA
SUC,C00042,HOMOSER-METSYN-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,L-methionine biosynthesis I,NA
SUC,C00042,P4-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",NA
SUC,C00042,PWY-5347,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of L-methionine biosynthesis (transsulfuration),NA
SUC,C00042,MET-SAM-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis from L-aspartate,NA
SUC,C00042,PWY0-781,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,aspartate superpathway,NA
SUC,C00042,PWY-801,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,homocysteine and cysteine interconversion,NA
SUC,C00042,PWY-821,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>),NA
SUC,C00042,PWY-6293,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of L-cysteine biosynthesis (fungi),NA
SUC,C00042,PWY-7955,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,paerucumarin biosynthesis,NA
SUC,C00042,PWY-5070,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)",NA
SUC,C00042,PWY-5036,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,gibberellin biosynthesis II (early C-3 hydroxylation),NA
SUC,C00042,PWY-5035,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,gibberellin biosynthesis III (early C-13 hydroxylation),NA
SUC,C00042,PWY-5052,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of gibberellin biosynthesis,NA
SUC,C00042,PWY-6919,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,neopentalenoketolactone and pentalenate biosynthesis,NA
SUC,C00042,PWY-6915,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,pentalenolactone biosynthesis,NA
SUC,C00042,PWY-7252,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,luteolinidin 5-<i>O</i>-glucoside biosynthesis,NA
SUC,C00042,PWY-5631,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,deacetylcephalosporin C biosynthesis,NA
SUC,C00042,PWY-5634,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"superpathway of penicillin, cephalosporin and cephamycin biosynthesis",NA
SUC,C00042,PWY-7253,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,apigeninidin 5-<i>O</i>-glucoside biosynthesis,NA
SUC,C00042,PWY-6659,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,fusicoccin A biosynthesis,NA
SUC,C00042,PWY-7687,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,stipitatate biosynthesis,NA
SUC,C00042,PWY-7957,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,hapalindole H biosynthesis,NA
SUC,C00042,PWY-7959,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,12-<i>epi</i>-hapalindole biosynthesis,NA
SUC,C00042,PWY-7956,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,3-[(<i>E</i>)-2-isocyanoethenyl]-1<i>H</i>-indole biosynthesis,NA
SUC,C00042,PWY-7958,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,12-<i>epi</i>-fischerindole biosynthesis,NA
SUC,C00042,PWY-7960,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,rhabduscin biosynthesis,NA
SUC,C00042,PWY-6473,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,4-aminobutanoate degradation IV,NA
SUC,C00042,PWY-7978,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,<i>N</i>-methylpyrrolidone degradation,NA
SUC,C00042,PWY-6535,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,4-aminobutanoate degradation I,NA
SUC,C00042,ORNARGDEG-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of L-arginine and L-ornithine degradation,NA
SUC,C00042,ARGDEG-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",NA
SUC,C00042,4AMINOBUTMETAB-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of 4-aminobutanoate degradation to succinate,NA
SUC,C00042,GLUDEG-I-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,GABA shunt I,NA
SUC,C00042,PWY-7749,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,(-)-4'-demethyl-epipodophyllotoxin biosynthesis,NA
SUC,C00042,PWY-5479,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,6-methoxypodophyllotoxin biosynthesis,NA
SUC,C00042,PWY-8294,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,L-aspartate degradation III (anaerobic),NA
SUC,C00042,PWY-8483,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,ambiguine A biosynthesis,NA
SUC,C00042,PWY-6792,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,scopoletin biosynthesis,NA
SUC,C00042,PWY-6982,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,umbelliferone biosynthesis,NA
SUC,C00042,PWY0-461,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,L-lysine degradation I,NA
SUC,C00042,PWY-5327,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of L-lysine degradation,NA
SUC,C00042,PWY1G01-4,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,glutarate degradation,NA
SUC,C00042,PWY-5125,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,anthocyanin biosynthesis,NA
SUC,C00042,PWY-641,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,proanthocyanidins biosynthesis from flavanols,NA
SUC,C00042,PWY-8045,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,cylindrospermopsin biosynthesis,NA
SUC,C00042,PWY18C3-3,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,&alpha;-tomatine biosynthesis,NA
SUC,C00042,PWY18C3-2,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,solasodine and soladulcidine biosynthesis,NA
SUC,C00042,PWY18C3-6,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of glycoalkaloid metabolism (Solanaceae),NA
SUC,C00042,PWY-8066,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,methylphosphonate degradation III,NA
SUC,C00042,PWY-8075,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,(Kdo)<sub>2</sub>-lipid A biosynthesis (<i>P. putida</i>),NA
SUC,C00042,PWY-5317,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,tropane alkaloids biosynthesis,NA
SUC,C00042,PWY-7341,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of hyoscyamine (atropine) and scopolamine biosynthesis,NA
SUC,C00042,PWY-8083,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,domoic acid biosynthesis,NA
SUC,C00042,PWY-8080,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,kainate biosynthesis,NA
SUC,C00042,PWY-8076,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,8-<i>O</i>-methylated benzoxazinoid glucoside biosynthesis,NA
SUC,C00042,PWY-4161,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of benzoxazinoid glucosides biosynthesis (from 1-(indol-3-yl)glycerol 3-phosphate),NA
SUC,C00042,PWY-6682,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,dehydrophos biosynthesis,NA
SUC,C00042,PWY-8124,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,(2-trimethylamino)ethylphosphonate degradation,NA
SUC,C00042,PWY-7599,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,anditomin biosynthesis,NA
SUC,C00042,PWY-7526,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,fumitremorgin A biosynthesis,NA
SUC,C00042,PWY-7537,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of fumitremorgin biosynthesis,NA
SUC,C00042,PWY-8158,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,ibotenate and muscimol biosynthesis,NA
SUC,C00042,PWY-8179,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,platensimycin biosynthesis,NA
SUC,C00042,PWY-8320,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,(3<i>R</i>)-N-[(2<i>S</i>)-1-hydroxy-6-[(3<i>R</i>)-3-isocyanobutanamido]hexan-2-yl]-3-isocyanobutanamide biosynthesis,NA
SUC,C00042,PWY-8277,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,NAD <i>de novo</i> biosynthesis IV (anaerobic),NA
SUC,C00042,PWY-8358,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,curacin A biosynthesis,NA
SUC,C00042,PWY-8360,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,hectochlorin biosynthesis,NA
SUC,C00042,PWY-8367,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,hygromycin B biosynthesis,NA
SUC,C00042,PWY-8381,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,sulfazecin biosynthesis,NA
SUC,C00042,PWY2O6K-7,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate to cytochrome <i>aa<sub>3</sub></i> oxidase electron transfer,NA
SUC,C00042,FERMENTATION-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,mixed acid fermentation,NA
SUC,C00042,PWY0-1576,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,hydrogen to fumarate electron transfer,NA
SUC,C00042,PWY0-1582,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,glycerol-3-phosphate to fumarate electron transfer,NA
SUC,C00042,PWY0-1336,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,NADH to fumarate electron transfer,NA
SUC,C00042,REDCITCYC,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle VI (Helicobacter),NA
SUC,C00042,PWY-7705,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,quinolinone B biosynthesis,NA
SUC,C00042,PWY-7704,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,viridicatin biosynthesis,NA
SUC,C00042,PWY-8407,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,fumagillin biosynthesis,NA
SUC,C00042,PWY-102,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,gibberellin inactivation I (2&beta;-hydroxylation),NA
SUC,C00042,PWY-8464,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,sphingofungin B-D biosynthesis,NA
SUC,C00042,PWY-6495,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,ergotamine biosynthesis,NA
SUC,C00042,PWY-6503,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of ergotamine biosynthesis,NA
SUC,C00042,PWY-6853,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,ethene biosynthesis II (microbes),NA
SUC,C00042,PWY-8481,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,thienamycin biosynthesis,NA
SUC,C00042,PWY-8482,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,MM 4550 biosynthesis,NA
SUC,C00042,PWY-8485,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,cyclohexane-1-carboxylate degradation II (anaerobic),NA
SUC,C00042,PWY-5153,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,anthocyanin biosynthesis (delphinidin 3-O-glucoside),NA
SUC,C00042,PWY-8523,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"altemicidin, SB-203207, and SB-203208 biosynthesis",NA
SUC,C00042,PWY-7025,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,gentamicin biosynthesis,NA
SUC,C00042,PWY-5660,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,paclitaxel biosynthesis,NA
SUC,C00042,PWY-6085,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"2,4-dichlorophenoxyacetate degradation",NA
SUC,C00042,PWY-6086,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,4-chloro-2-methylphenoxyacetate degradation,NA
SUC,C00042,PWY-8552,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,fumarate reduction (Shewanella),NA
SUC,C00042,PWY2PN3-2,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate to cytochrome <i>bd</i> quinol oxidase (cytoplasmic membrane),NA
SUC,C00042,PWY1YI0-8,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"succinate to cytochrome <i>bo</i> quinol oxidase (cyanobacteria, cytoplamic membrane)",NA
SUC,C00042,PWY-5913,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,partial TCA cycle (obligate autotrophs),NA
SUC,C00042,PWY1YI0-3,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane),NA
SUC,C00042,PWY1YI0-2,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate to chytochrome <i>c</i> oxidase via cytochrome <i>c</i><sub>6</sub> (thylakoid membrane),NA
SUC,C00042,PWY-8086,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen",NA
SUC,C00042,P108-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,pyruvate fermentation to propanoate I,NA
SUC,C00042,PWY-5088,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,L-glutamate degradation VIII (to propanoate),NA
SUC,C00042,PWY0-43,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,conversion of succinate to propanoate,NA
SUC,C00042,P105-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle IV (2-oxoglutarate decarboxylase),NA
SUC,C00042,PWY-7254,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle VII (acetate-producers),NA
SUC,C00042,PWY-561,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of glyoxylate cycle and fatty acid degradation,NA
SUC,C00042,TCA,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle I (prokaryotic),NA
SUC,C00042,TCA-GLYOX-BYPASS,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of glyoxylate bypass and TCA,NA
SUC,C00042,GLYCOLYSIS-TCA-GLYOX-BYPASS,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",NA
SUC,C00042,PWY-5537,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,pyruvate fermentation to acetate V,NA
SUC,C00042,P23-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,reductive TCA cycle I,NA
SUC,C00042,PWY-8560,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle VIII (Chlamydia),NA
SUC,C00042,PWY-6969,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle V (2-oxoglutarate synthase),NA
SUC,C00042,PWY-6728,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,methylaspartate cycle,NA
SUC,C00042,PWY-5690,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle II (plants and fungi),NA
SUC,C00042,PWY-5464,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",NA
SUC,C00042,PWY-7384,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,"anaerobic energy metabolism (invertebrates, mitochondrial)",NA
SUC,C00042,PWY-7389,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,superpathway of anaerobic energy metabolism (invertebrates),NA
SUC,C00042,PWY-5392,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,reductive TCA cycle II,NA
SUC,C00042,P42-PWY,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,incomplete reductive TCA cycle,NA
SUC,C00042,PWY-6146,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism,NA
SUC,C00042,PWY-5538,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,pyruvate fermentation to acetate VI,NA
SUC,C00042,PWY-3781,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,aerobic respiration I (cytochrome c),NA
SUC,C00042,PWY66-398,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,TCA cycle III (animals),NA
SUC,C00042,PWY-7279,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,aerobic respiration II (cytochrome c) (yeast),NA
SUC,C00042,PWY-4302,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,aerobic respiration III (alternative oxidase pathway),NA
SUC,C00042,PWY0-1353,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate to cytochrome <i>bd</i> oxidase electron transfer,NA
SUC,C00042,PWY0-1329,InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L,Succinic acid,C00042,succinate to cytochrome <i>bo</i> oxidase electron transfer,NA
SUCROSE,C00089,PWY-7347,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,sucrose biosynthesis III,NA
SUCROSE,C00089,SUCSYN-PWY,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,sucrose biosynthesis I (from photosynthesis),NA
SUCROSE,C00089,PWY-7238,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,sucrose biosynthesis II,NA
SUCROSE,C00089,PWY-5343,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,ajugose biosynthesis II (galactinol-independent),NA
SUCROSE,C00089,PWY-3801,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,sucrose degradation II (sucrose synthase),NA
SUCROSE,C00089,PWY-7345,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,superpathway of anaerobic sucrose degradation,NA
SUCROSE,C00089,PWY-862,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,fructan degradation,NA
SUCROSE,C00089,PWY-6527,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,stachyose degradation,NA
SUCROSE,C00089,SUCUTIL-PWY,InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N,Sucrose,C00089,sucrose degradation I (sucrose phosphotransferase),NA
